STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,DATA_SOURCE.DATA_SOURCE_ORGANIZATION,Source organisation,DATA_SOURCE.DATA_SOURCE_TITLE,Title of the dataset,DATA_SOURCE.DATA_SOURCE_LICENSE,License,DATA_SOURCE.DATA_SOURCE_DATE,Date collected,DATA_SOURCE.DATA_SOURCE_LINK,Link to the source,DATA_SOURCE.DATA_SOURCE_COMMENT,Comment,DATA_PROCESSING,Data processing,DATA_REVISION,Revision policy,DATA_COMMENT,Additional comments
DATAFLOW,SPC:DF_SDG_06(3.0),Sustainable Development Goal 06 - Clean Water and Sanitation,I,~,~,SH_H2O_SAFE,6.1.1 Population using safely managed drinking water services,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,"en: ""World Health Organization (WHO)""",,"en: ""Global Health Observatory (GHO)""",,,,22/01/2024,,"en: ""<a href=\""https://www.who.int/data/gho\"" target=\""_blank\"">https://www.who.int/data/gho</a>""",,,,,,,,"en: ""Additional SDG metadata:<ul><li><a href=\""https://unstats.un.org/sdgs/metadata/files/Metadata-06-01-01.pdf\"" target=\""_blank\"">https://unstats.un.org/sdgs/metadata/files/Metadata-06-01-01.pdf</a></li><ul>""",
