STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,DATA_SOURCE.DATA_SOURCE_ORGANIZATION,Source organisation,DATA_SOURCE.DATA_SOURCE_TITLE,Title of the dataset,DATA_SOURCE.DATA_SOURCE_LICENSE,License,DATA_SOURCE.DATA_SOURCE_DATE,Date collected,DATA_SOURCE.DATA_SOURCE_LINK,Link to the source,DATA_SOURCE.DATA_SOURCE_COMMENT,Comment,DATA_PROCESSING,Data processing,DATA_REVISION,Revision policy,DATA_COMMENT,Additional comments
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,~,~,VC_DSR_AFFCT,1.5.1 and 11.5.1 Number of directly affected persons attributed to disasters,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,"en: ""United Nations Statistics Division (UNSD)""",,"en: ""SDG Indicators Database""",,,,19/01/2024,,"en: ""<a href=\""https://unstats.un.org/sdgs/dataportal\"" target=\""_blank\"">https://unstats.un.org/sdgs/dataportal</a>""",,,,,,,,"en: ""Additional SDG metadata:<ul><li><a href=\""https://unstats.un.org/sdgs/metadata/files/Metadata-01-05-01.pdf\"" target=\""_blank\"">https://unstats.un.org/sdgs/metadata/files/Metadata-01-05-01.pdf</a></li><ul>""",
